"NºDePatrimonio";"DescrDoBem";"Fornecedor";"Marca";"Comentarios";"FormaAquis";"DocDeEntrada";"DataAquis";"ValorAquis";"CódigoDoFuncionário";"NúmeroDoDepartamento";"CódigoDaCategoriaDoBem";"CódDoGrupoDoBem";"SituaçAtualDoBem"
2581;"Furadeira";"Ana Lucia da Silva Ferramentas ME";"Bosch";"GSB13RE C/ Maleta";;"NF Nº 001157";"05/10/18";"350,00";4;6;1;6;"Ativo"
2582;"Parafusadeira";"Ana Lucia da Silva Ferramentas ME";"Bosch";"GSR1000";;"NF Nº 001157";"05/10/18";"240,00";4;6;1;6;"Ativo"
2583;"Switch KVM";"Asolução Eletrônica Ltda";;"4 Portas";;"NF Nº 038077";"11/10/18";"464,30";4;6;1;4;"Ativo"
2584;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";55;42;1;1;"Ativo"
2585;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2586;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2587;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2588;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2589;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2590;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2591;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2592;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2593;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2594;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2595;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2596;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2597;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";55;42;1;1;"Ativo"
2598;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2599;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2600;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";22;34;1;1;"Ativo"
2601;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";33;9;1;1;"Ativo"
2602;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";55;42;1;1;"Ativo"
2603;"Poltrona";"Via Varejo S/A";"Luizzi Ozzy";"1 lugar - PU - Preta";;"NF Nº 5566334";"29/10/18";"399,00";33;9;1;1;"Ativo"
2604;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Retangular - c/ mesa auxiliar";"Comprado";"NF Nº 012618";"07/11/18";"544,00";15;8;1;1;"Ativo"
2605;"Mesa";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Retangular - c/ mesa auxiliar";"Comprado";"NF Nº 012618";"07/11/18";"544,00";10;8;1;1;"Ativo"
2606;"Armário";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Alto";"Comprado";"NF Nº 012618";"07/11/18";"566,10";42;9;1;1;"Ativo"
2607;"Armário";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Alto";"Comprado";"NF Nº 012618";"07/11/18";"566,10";10;8;1;1;"Ativo"
2608;"Armário";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Baixo";"Comprado";"NF Nº 012618";"07/11/18";"348,30";15;8;1;1;"Ativo"
2609;"Armário";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Baixo";"Comprado";"NF Nº 012618";"07/11/18";"348,30";10;8;1;1;"Ativo"
2610;"Poltrona";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Diretor";"Comprado";"NF Nº 012618";"07/11/18";"333,00";15;8;1;1;"Ativo"
2611;"Poltrona";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Diretor";"Comprado";"NF Nº 012618";"07/11/18";"333,00";10;8;1;1;"Ativo"
2612;"Poltrona";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Fixa c/ furação - preta";"Comprado";"NF Nº 012630";"09/11/18";"84,00";12;41;1;1;"Ativo"
2613;"Poltrona";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Fixa c/ furação - preta";"Comprado";"NF Nº 012630";"09/11/18";"84,00";15;8;1;1;"Ativo"
2614;"Poltrona";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Fixa c/ furação - preta";"Comprado";"NF Nº 012630";"09/11/18";"84,00";12;41;1;1;"Ativo"
2615;"Poltrona";"Resimaq Móveis e Máq p/ Escr.Ltda - EPP";;"Fixa c/ furação - preta";"Comprado";"NF Nº 012630";"09/11/18";"84,00";15;8;1;1;"Ativo"
2616;"Servidor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 2U";;"NF Nº 000453";"30/11/18";"64354,09";4;33;1;4;"Ativo"
2617;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 49""";;"NF Nº 000453";"30/11/18";"9893,89";4;33;1;4;"Ativo"
2618;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 49""";;"NF Nº 000453";"30/11/18";"9893,89";4;33;1;4;"Ativo"
2619;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 49""";;"NF Nº 000453";"30/11/18";"9893,89";4;33;1;4;"Ativo"
2620;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 49""";;"NF Nº 000453";"30/11/18";"9893,89";4;33;1;4;"Ativo"
2621;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 49""";;"NF Nº 000453";"30/11/18";"9893,89";4;33;1;4;"Ativo"
2622;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Vídeo Wall 49""";;"NF Nº 000453";"30/11/18";"9893,89";4;33;1;4;"Ativo"
2623;"Gateway Minipoint";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"DS Ethernet LT";;"NF Nº 000453";"30/11/18";"2985,04";4;33;1;4;"Ativo"
2624;"Gateway Minipoint";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"DS Ethernet LT";;"NF Nº 000453";"30/11/18";"2985,04";4;33;1;4;"Ativo"
2625;"Gateway Minipoint";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"DS Ethernet LT";;"NF Nº 000453";"30/11/18";"2985,04";4;33;1;4;"Ativo"
2626;"Gateway Minipoint";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"DS Ethernet LT";;"NF Nº 000453";"30/11/18";"2985,04";4;33;1;4;"Ativo"
2627;"Gateway Minipoint";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"DS Ethernet LT";;"NF Nº 000453";"30/11/18";"2985,04";4;33;1;4;"Ativo"
2628;"Gateway Minipoint";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"DS Ethernet LT";;"NF Nº 000453";"30/11/18";"2985,04";4;33;1;4;"Ativo"
2629;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"21,5"" Led - Full HD";;"NF Nº 000453";"30/11/18";"697,54";4;33;1;4;"Ativo"
2630;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"21,5"" Led - Full HD - Touch Screen";;"NF Nº 000453";"30/11/18";"2487";4;33;1;4;"Ativo"
2631;"Rack";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Fechado - Piso - 20Ux870mm - Preto - 19"" - C/ porta de vidro.";;"NF Nº 000453";"30/11/18";"1974";4;33;1;4;"Ativo"
2632;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2633;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2634;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2635;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2636;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2637;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2638;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2639;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2640;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2641;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2642;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2643;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2644;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2645;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2646;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2647;"Tablet";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";"Galaxy";"TAB E T560 - Preto";;"NF Nº 000453";"30/11/18";"1378,2";4;33;1;4;"Ativo"
2648;"Monitor";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"LCD - LED 39"" - HD";;"NF Nº 000453";"30/11/18";"1664,32";4;33;1;4;"Ativo"
2649;"Nobreak";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"UPS Senoidal 1500 Aut. 8T";;"NF Nº 000453";"30/11/18";"1943,64";4;33;1;4;"Ativo"
2650;"Switch";"Fisacorp Technology Solutions Comércio Imp. e Exp. Ltda";;"Rede - 24 portas 10/100/1000";;"NF Nº 000453";"30/11/18";"1494,59";4;33;1;4;"Ativo"
2651;"Caixa";"Ninja Som Comércio de Eletrônico Ltda";"EON - 615";"Ativa - Bivolt";;"NF Nº127153";"10/12/18";"2.989,00";4;33;1;3;"Ativo"
2652;"Caixa";"Ninja Som Comércio de Eletrônico Ltda";"EON - 615";"Ativa - Bivolt";;"NF Nº127153";"10/12/18";"2.989,00";4;33;1;3;"Ativo"
2653;"Caixa";"Ninja Som Comércio de Eletrônico Ltda";"EON - 615";"Ativa - Bivolt";;"NF Nº127153";"10/12/18";"2.989,00";4;33;1;3;"Ativo"
2654;"Ar condicionado";"Oliveira Prado Neto";"Samsung";"24.000 BTUs - Max Plus - Quente-Frio";"Comprado";"NF Nº 000003";"17/12/18";"2.900,00";17;4;1;3;"Ativo"
2669;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";32;12;1;4;"Ativo"
2670;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";46;24;1;4;"Ativo"
2671;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";35;14;1;4;"Ativo"
2672;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";53;13;1;4;"Ativo"
2673;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";31;11;1;4;"Ativo"
2674;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";43;21;1;4;"Ativo"
2675;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";54;26;1;4;"Ativo"
2676;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";40;18;1;4;"Ativo"
2677;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";36;15;1;4;"Ativo"
2678;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";56;40;1;4;"Ativo"
2679;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";56;40;1;4;"Ativo"
2680;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";44;22;1;4;"Ativo"
2681;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";33;9;1;4;"Ativo"
2682;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";56;40;1;4;"Ativo"
2683;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";39;17;1;4;"Ativo"
2684;"Computador";"Master 100 Com. Ltda";"Intel";"Core I5 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";41;19;1;4;"Ativo"
2685;"Computador";"Master 100 Com. Ltda";"Intel";"Core I3 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";56;40;1;4;"Ativo"
2686;"Computador";"Master 100 Com. Ltda";"Intel";"Core I3 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";12;10;1;4;"Ativo"
2687;"Computador";"Master 100 Com. Ltda";"Intel";"Core I3 1TB gb - 4gb - DVD";;"NF Nº 004396";"08/08/19";"3.000,00";4;6;1;4;"Ativo"
2688;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";45;23;1;4;"Ativo"
2689;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";41;19;1;4;"Ativo"
2690;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";39;17;1;4;"Ativo"
2691;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";22;3;1;4;"Ativo"
2692;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";33;9;1;4;"Ativo"
2693;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";4;6;1;4;"Ativo"
2694;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";42;20;1;4;"Ativo"
2695;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";44;22;1;4;"Ativo"
2696;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";12;10;1;4;"Ativo"
2697;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";51;25;1;4;"Ativo"
2698;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";54;26;1;4;"Ativo"
2699;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";43;21;1;4;"Ativo"
2700;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";53;13;1;4;"Ativo"
2701;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";32;12;1;4;"Ativo"
2702;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";35;14;1;4;"Ativo"
2703;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";36;15;1;4;"Ativo"
2704;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";40;18;1;4;"Ativo"
2705;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";31;11;1;4;"Ativo"
2706;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";38;16;1;4;"Ativo"
2707;"Monitor";"Master 100 Com. Ltda";"AOC";"LED - 18,5” Widescreen - VGA 1";;"NF Nº 004396";"08/08/19";"500,00";46;24;1;4;"Ativo"
2708;"Notebook";"Master 100 Com. Ltda";;"Intel Core I3 - 15,6"" - 1TB - 4GB - Bluetooth";;"NF Nº 004396";"08/08/19";"3.450,00";4;6;1;4;"Ativo"
2709;"Notebook";"Master 100 Com. Ltda";;"Intel Core I3 - 15,6"" - 1TB - 4GB - Bluetooth";;"NF Nº 004396";"08/08/19";"3.450,00";4;6;1;4;"Ativo"
2710;"Scanner";"Master 100 Com. Ltda";"Epson";"Dupplex DS-530";;"NF Nº 004396";"08/08/19";"3.950,00";1;8;1;4;"Ativo"
2711;"Ar condicionado";"Idealiza Projetos de Engenharia Eireli";;"QF - 9000 BTUs";;"NF Nº 000002";"25/10/19";"1.500,00";12;27;1;3;"Ativo"
2712;"Ar condicionado";"Idealiza Projetos de Engenharia Eireli";;"QF - 9000 BTUs";;"NF Nº 000002";"25/10/19";"1.500,00";4;33;1;3;"Ativo"
2713;"Ar condicionado";"Idealiza Projetos de Engenharia Eireli";;"QF - 9000 BTUs";;"NF Nº 000002";"25/10/19";"1.500,00";42;20;1;3;"Ativo"
2714;"Roteador";"Vitor Miyamoto Me";;"3 antenas 941 HP";;"NF Nº 001458";"14/11/19";"450,00";4;6;1;4;"Ativo"
2715;"Roteador";"Vitor Miyamoto Me";;"3 antenas 941 HP";;"NF Nº 001458";"14/11/19";"450,00";4;6;1;4;"Ativo"
2716;"Fogão 4 bocas";"Mercado de Balanças Litoral - Eireli - EPP";;"4 Bocas c/ forno";;"NF Nº 004801";"06/01/20";"1.168,00";12;27;1;2;"Ativo"
2717;"Furadeira";"Naccafer Comércio de Ferragens Ltda ME";"Wesco";"1/2 - 750W - 127V (WS 3174U)";;"NF Nº 005081";"19/02/20";"219,00";4;6;1;6;"Ativo"
2718;"Ar condicionado";"Speed Air Climatização Eireli";"Admiral";"Split - 9000 Btus - Frio";;"NF Nº 000001";"10/06/20";"1.800,00";16;7;1;3;"Ativo"
2719;"Termômetro";"Drogaria Brasil Ribeirão Pires Ltda";;"Digital - Infravermelho";;"NF Nº 000020";"19/06/20";"299,00";12;32;1;3;"Ativo"
2720;"Termômetro";"Drogaria Brasil Ribeirão Pires Ltda";;"Digital - Infravermelho";;"NF Nº 000020";"19/06/20";"299,00";56;40;1;3;"Ativo"
2721;"Termômetro";"Drogaria Brasil Ribeirão Pires Ltda";;"Digital - Infravermelho";;"NF Nº 000020";"19/06/20";"299,00";56;40;1;3;"Ativo"
2722;"Termômetro";"Drogaria Brasil Ribeirão Pires Ltda";;"Digital - Infravermelho";;"NF Nº 000020";"19/06/20";"299,00";56;40;1;3;"Ativo"
2723;"Totem";"Móveis Color Mobile Ltda";;"Para álcool gel";;"NF Nº 001770";"15/07/20";"190,00";12;38;1;3;"Ativo"
2724;"Totem";"Móveis Color Mobile Ltda";;"Para álcool gel";;"NF Nº 001770";"15/07/20";"190,00";12;10;1;3;"Ativo"
2725;"Totem";"Móveis Color Mobile Ltda";;"Para álcool gel";;"NF Nº 001770";"15/07/20";"190,00";12;10;1;3;"Ativo"
2726;"Totem";"Móveis Color Mobile Ltda";;"Para álcool gel";;"NF Nº 001770";"15/07/20";"190,00";12;10;1;3;"Ativo"
2727;"Totem";"Móveis Color Mobile Ltda";;"Para álcool gel";;"NF Nº 001770";"15/07/20";"190,00";12;10;1;3;"Ativo"
2728;"Totem";"Móveis Color Mobile Ltda";;"Para álcool gel";;"NF Nº 001770";"15/07/20";"190,00";12;10;1;3;"Ativo"
2729;"Câmera";"DBSuporte Informática, Segurança Digital e Sistemas Eireli";;"Infra - 20 mts";;"NF Nº 000064";"06/08/20";"217,85";4;6;1;4;"Ativo"
2730;"Câmera";"DBSuporte Informática, Segurança Digital e Sistemas Eireli";;"Infra - 20 mts";;"NF Nº 000064";"06/08/20";"217,85";4;6;1;4;"Ativo"
2731;"Câmera";"DBSuporte Informática, Segurança Digital e Sistemas Eireli";;"Infra - 20 mts";;"NF Nº 000064";"06/08/20";"217,85";4;6;1;4;"Ativo"
2732;"Câmera";"DBSuporte Informática, Segurança Digital e Sistemas Eireli";;"Infra - 20 mts";;"NF Nº 000064";"06/08/20";"217,85";4;6;1;4;"Ativo"
2733;"Câmera";"DBSuporte Informática, Segurança Digital e Sistemas Eireli";;"Speed Dome VHD 5230 SD";;"NF Nº 000064";"06/08/20";"3.471,70";4;6;1;4;"Ativo"
2734;"Cortador Industrial";"Cetro Soluções em Embalagens Eireli - ME";;"De papel, com guilhotina.";"Comprado";"NF Nº 029408";"01/12/20";"1.199,70";14;1;1;1;"Ativo"
2735;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";"Comprado";"NF Nº 000002";"01/12/20";"58,60";42;9;1;1;"Ativo"
2736;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";;"NF Nº 000002";"01/12/20";"58,60";22;28;1;1;"Ativo"
2737;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";;"NF Nº 000002";"01/12/20";"58,60";22;28;1;1;"Ativo"
2738;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";;"NF Nº 000002";"01/12/20";"58,60";22;28;1;1;"Ativo"
2739;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";;"NF Nº 000002";"01/12/20";"58,60";22;28;1;1;"Ativo"
2740;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";"Comprado";"NF Nº 000002";"01/12/20";"58,60";17;4;1;1;"Ativo"
2741;"Telefone";"Kappa Serviços Elétricos Ltda";"Intelbrás";"Pleno - preto";;"NF Nº 000002";"01/12/20";"58,60";22;28;1;1;"Ativo"
2023;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop IntelG440/4GB/HD500GB/DVD-RW - Mouse, teclado, caixa de som";;"NF Nº 000354";"11/01/13";"920,00";44;22;1;1;"Ativo"
2024;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop IntelG440/4GB/HD500GB/DVD-RW - Mouse, teclado, caixa de som";;"NF Nº 000354";"11/01/13";"920,00";51;25;1;1;"Ativo"
2025;"Microcomputador";"Vitor Miyamoto - ME";;"Desktop IntelG440/4GB/HD500GB/DVD-RW - Mouse, teclado, caixa de som";;"NF Nº 000354";"11/01/13";"920,00";45;23;1;1;"Ativo"
2026;"Monitor";"Vitor Miyamoto ME";"AOC";"18,5"" LED";;"NF Nº 000354";"11/01/13";"320,00";55;40;1;1;"Baixado"
2027;"Monitor";"Vitor Miyamoto ME";"AOC";"18,5"" LED";;"NF Nº 000354";"11/01/13";"320,00";56;40;1;1;"Ativo"
2028;"Monitor";"Vitor Miyamoto ME";"AOC";"18,5"" LED";;"NF Nº 000354";"11/01/13";"320,00";55;42;1;1;"Ativo"
2029;"Monitor";"Vitor Miyamoto ME";"AOC";"18,5"" LED";;"NF Nº 000354";"11/01/13";"320,00";40;18;1;1;"Ativo"
